users_count,traffic_level,team_size,update_frequency,integrations,security_level,scalability_need,architecture,deployment_method,api_style
703,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
4229,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
17110,Low,12,Weekly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
4357,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
24969,High,19,Weekly,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
1423,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
11541,Low,9,Weekly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
24577,Medium,19,Daily,12,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
8916,Medium,6,Weekly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
6364,Medium,8,Weekly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
406,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
2818,Low,3,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
3102,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
1731,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
35006,High,29,Daily,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
13487,Low,15,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
5283,Medium,12,Weekly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
5683,Medium,7,Monthly,4,High,Low,Containerized App,Docker Container Deployment,REST API
40383,Medium,21,Weekly,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
184542,High,40,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
403,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
1354,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
6071,Low,7,Monthly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
1033,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
22375,Medium,18,Daily,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
739,Low,2,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
2853,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
77663,High,33,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
34489,High,21,Weekly,9,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
21763,Medium,29,Weekly,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
9557,Medium,6,Weekly,8,High,Low,Containerized App,Docker Container Deployment,REST API
58430,High,29,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2329,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
40247,Medium,24,Daily,14,High,High,Microservices,Microservices with Docker,REST API + gRPC
42918,Medium,26,Daily,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
3738,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
995,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
1622,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
67169,High,37,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2326,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
8520,Medium,15,Weekly,7,High,Low,Containerized App,Docker Container Deployment,REST API
9508,Medium,15,Monthly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
9368,Low,7,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
18586,Low,6,Weekly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
180913,High,39,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2074,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
12425,Medium,8,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
19841,Medium,9,Monthly,5,High,Low,Containerized App,Docker Container Deployment,REST API
1094,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
10789,Medium,9,Weekly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
57857,High,36,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
30734,High,18,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
21074,Medium,16,Weekly,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
175319,High,40,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
14206,Low,13,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
82900,High,44,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
44064,Medium,27,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
19331,Medium,9,Weekly,8,High,Low,Containerized App,Docker Container Deployment,REST API
11313,Medium,14,Weekly,8,High,Low,Containerized App,Docker Container Deployment,REST API
135290,High,49,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1438,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
17702,Medium,8,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
7466,Medium,9,Weekly,7,High,Low,Containerized App,Docker Container Deployment,REST API
140913,High,24,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
775,Low,3,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
26487,High,23,Weekly,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
9035,Medium,8,Monthly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
66432,High,33,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2666,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
14329,Low,14,Monthly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
4240,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
32353,Medium,25,Weekly,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
17320,Low,12,Weekly,6,High,Low,Containerized App,Docker Container Deployment,REST API
141102,High,31,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3366,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
105265,High,31,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3623,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
79607,High,45,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
58236,High,38,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
42898,High,18,Weekly,11,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
4500,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
39250,High,29,Weekly,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
28464,High,16,Weekly,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
77641,High,22,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
64186,High,48,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
193670,High,38,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
21450,High,23,Daily,12,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
98803,High,47,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
22252,High,30,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
4643,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
4026,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
3549,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
49897,Medium,26,Daily,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
98482,High,49,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
30263,High,25,Weekly,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
19929,Medium,12,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
4966,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
15252,Low,9,Weekly,6,High,Medium,Containerized App,Docker Container Deployment,REST API
61312,High,38,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
141178,High,36,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
98708,High,42,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1577,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
20794,Medium,19,Weekly,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
4489,Low,3,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
11500,Low,6,Weekly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
4884,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
171136,High,39,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
14053,Medium,9,Weekly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
865,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
1669,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
30190,High,16,Weekly,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
15062,Low,12,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
11734,Medium,9,Weekly,6,High,Low,Containerized App,Docker Container Deployment,REST API
46123,High,18,Weekly,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
191383,High,40,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
27882,High,22,Weekly,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
170893,High,40,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
14188,Medium,8,Monthly,3,High,Low,Containerized App,Docker Container Deployment,REST API
1166,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
6943,Low,11,Monthly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
22321,Medium,29,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
119798,High,25,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
19248,Medium,14,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
15240,Medium,15,Monthly,3,High,Low,Containerized App,Docker Container Deployment,REST API
18205,Low,7,Monthly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
4055,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
27235,Medium,22,Daily,9,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
29297,Medium,18,Daily,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
5693,Low,10,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
18476,Low,13,Weekly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
23073,Medium,23,Daily,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
9318,Low,6,Weekly,4,High,Low,Containerized App,Docker Container Deployment,REST API
45184,Medium,29,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
660,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
192705,High,36,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2048,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
4967,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
17719,Medium,12,Monthly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
35025,High,26,Weekly,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
27590,Medium,18,Weekly,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
22297,High,19,Daily,13,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
79669,High,42,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
9274,Low,7,Monthly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
20283,Medium,24,Weekly,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
18545,Medium,8,Monthly,6,High,Low,Containerized App,Docker Container Deployment,REST API
1566,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
20978,High,16,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
8255,Medium,15,Weekly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
17415,Medium,12,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
22994,High,22,Weekly,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
2381,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
33040,Medium,16,Weekly,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
4355,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
1963,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
2623,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
1669,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
62795,High,33,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3010,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
26556,Medium,22,Daily,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
193480,High,30,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
46079,High,20,Daily,12,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
121609,High,47,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
37758,Medium,23,Weekly,9,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
69100,High,49,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
34513,High,28,Daily,13,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
2042,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
11989,Medium,11,Monthly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
18091,Medium,9,Weekly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
110552,High,22,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
113700,High,41,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
48972,Medium,28,Daily,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
2290,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
8349,Low,9,Weekly,8,High,Low,Containerized App,Docker Container Deployment,REST API
45880,High,28,Daily,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
185580,High,30,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
35644,High,21,Daily,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
7324,Medium,13,Monthly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
3155,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
10353,Low,11,Monthly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
13909,Low,7,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
165465,High,33,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
6249,Low,7,Monthly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
36390,Medium,25,Daily,9,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
2808,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
20340,Medium,16,Weekly,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
52348,High,33,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
558,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
35441,Medium,24,Daily,14,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
4686,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
69567,High,36,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
32069,Medium,22,Daily,14,High,High,Microservices,Microservices with Docker,REST API + gRPC
181363,High,34,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
14437,Low,11,Weekly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
34932,Medium,23,Daily,14,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
41546,High,23,Weekly,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
37897,High,23,Weekly,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
44036,Medium,22,Daily,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
28853,High,19,Weekly,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
38289,High,24,Weekly,12,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
53704,High,47,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
31317,High,28,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
49845,High,28,Daily,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
38960,Medium,25,Daily,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
44111,Medium,29,Daily,11,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
831,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
54863,High,29,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
133801,High,50,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
42669,High,30,Weekly,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
6571,Medium,11,Monthly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
16516,Low,9,Monthly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
3360,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
39040,Medium,29,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
14455,Medium,11,Weekly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
6872,Low,6,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
35363,Medium,19,Weekly,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
11975,Medium,10,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
160970,High,33,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
31772,Medium,24,Daily,10,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
61406,High,33,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
118766,High,39,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
9790,Low,11,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
36463,Medium,27,Daily,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
38766,Medium,28,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
18196,Low,14,Monthly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
3355,Low,3,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
5859,Low,6,Weekly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
41643,High,29,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
126514,High,29,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
65750,High,37,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2877,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
7660,Low,13,Monthly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
3819,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
161241,High,28,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
24097,Medium,28,Weekly,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
83006,High,50,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3279,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
156488,High,41,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
12718,Medium,8,Weekly,7,High,Low,Containerized App,Docker Container Deployment,REST API
26026,Medium,23,Weekly,9,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
44939,High,20,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
40097,High,24,Weekly,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
14238,Low,8,Weekly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
79344,High,38,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
35836,High,21,Weekly,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
152076,High,39,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
80795,High,24,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
71149,High,48,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
78222,High,41,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
7271,Low,15,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
48302,Medium,28,Daily,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
20285,High,25,Daily,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
98996,High,42,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4314,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
2689,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
120704,High,47,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
13154,Low,15,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
582,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
27085,High,19,Weekly,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
3058,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
10548,Low,10,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
36928,High,21,Weekly,14,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
2982,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
252,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
17181,Medium,14,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
3539,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
5939,Low,11,Monthly,8,High,Low,Containerized App,Docker Container Deployment,REST API
11217,Medium,6,Weekly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
155352,High,44,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
12577,Low,13,Monthly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
2703,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
1953,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
135831,High,27,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3087,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
9740,Medium,8,Monthly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
14604,Medium,13,Monthly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
33638,Medium,21,Daily,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
27118,Medium,16,Weekly,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
29752,Medium,24,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
5787,Low,7,Monthly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
3603,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
278,Low,2,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
16014,Medium,11,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
26155,High,24,Weekly,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
4404,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
16981,Low,12,Monthly,4,High,Low,Containerized App,Docker Container Deployment,REST API
2812,Low,2,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
21466,Medium,30,Weekly,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
3672,Low,2,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
335,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
86031,High,38,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
374,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
131613,High,40,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
11002,Low,11,Weekly,4,Medium,Low,Containerized App,Docker Container Deployment,REST API
2440,Low,3,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
16472,Medium,15,Monthly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
40687,Medium,29,Weekly,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
41548,High,26,Weekly,9,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
70112,High,34,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
841,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
24695,Medium,25,Weekly,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
13174,Medium,6,Weekly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
25447,Medium,17,Daily,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
4609,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
115568,High,26,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
15029,Low,6,Weekly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
